starttime	seconds	ctime	dtime	ttime	wait
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	1	15	15	14
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	1	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	15	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	1	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	1	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	1	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	15	16	15
Wed Nov 24 17:56:11 2021	1637751371	0	16	16	15
